# FEC Latency Samples | generated by generate_fec_traffic_data.m v2
packet_global_idx,block_id,delay_ms
969,122,1.5997
970,122,2.9615
971,122,1.3541
972,122,1.4594
973,122,0.7032
974,122,2.3858
975,122,2.1910
976,122,0.2691
977,123,3.4773
978,123,2.4489
979,123,0.0024
980,123,1.2186
981,123,0.6030
982,123,3.3781
983,123,2.1085
984,123,1.6087
985,124,1.8056
986,124,1.2594
987,124,0.7680
988,124,1.3955
989,124,2.4241
990,124,2.9699
991,124,0.5047
992,124,0.9019
993,125,1.5116
994,125,4.0710
995,125,3.0491
996,125,1.6721
997,125,2.8907
998,125,1.5360
999,125,4.1924
1000,125,2.2348
1001,126,2.7479
1002,126,1.8995
1003,126,1.0298
1004,126,2.6519
1005,126,2.7399
1006,126,2.6685
1007,126,0.8608
1008,126,2.4349
1009,127,0.7039
1010,127,2.0261
1011,127,3.1898
1012,127,0.0000
1013,127,2.8309
1014,127,3.0070
1015,127,2.3592
1016,127,2.9913
1017,128,1.6721
1018,128,0.7698
1019,128,1.3456
1020,128,3.1971
1021,128,1.8673
1022,128,2.3365
1023,128,0.8387
1024,128,1.7112
1025,129,3.6219
1026,129,3.3862
1027,129,2.0853
1028,129,2.9073
1029,129,1.7241
1030,129,2.0076
1031,129,1.4768
1032,129,2.7968
1033,130,3.1328
1034,130,1.8249
1035,130,1.7491
1036,130,1.6969
1037,130,2.1335
1038,130,1.2541
1039,130,2.4957
1040,130,2.2742
1041,131,1.2773
1042,131,0.0568
1043,131,1.2775
1044,131,2.0815
1045,131,3.4233
1046,131,1.3570
1047,131,1.9318
1048,131,1.0818
1049,132,0.7248
1050,132,1.4566
1051,132,1.9839
1052,132,2.2882
1053,132,1.3979
1054,132,3.2627
1055,132,1.7276
1056,132,1.3932
1057,133,1.0638
1058,133,0.0000
1059,133,1.8322
1060,133,2.9122
1061,133,3.5532
1062,133,0.0210
1063,133,0.0000
1064,133,3.3003
1065,134,2.2036
1066,134,1.8406
1067,134,1.1515
1068,134,2.1790
1069,134,2.8134
1070,134,1.6393
1071,134,0.9558
1072,134,3.3410
1073,135,1.0199
1074,135,1.8845
1075,135,2.8604
1076,135,2.6486
1077,135,1.0772
1078,135,1.8672
1079,135,3.5251
1080,135,1.3083
1081,136,2.7753
1082,136,4.1153
1083,136,2.2171
1084,136,2.6658
1085,136,3.1921
1086,136,1.8593
1087,136,1.7521
1088,136,2.7346
1089,137,1.6479
1090,137,2.4576
1091,137,1.0794
1092,137,4.6054
1093,137,1.3715
1094,137,2.3016
1095,137,2.3355
1096,137,1.8277
1097,138,3.4378
1098,138,1.2714
1099,138,2.1651
1100,138,2.2383
1101,138,1.8806
1102,138,2.4258
1103,138,1.9555
1104,138,0.8998
1105,139,2.3172
1106,139,3.1906
1107,139,1.8825
1108,139,2.4038
1109,139,1.8364
1110,139,0.8843
1111,139,0.6357
1112,139,3.1109
1113,140,1.2006
1114,140,0.4016
1115,140,3.3061
1116,140,2.2101
1117,140,1.4408
1118,140,1.7108
1119,140,3.5967
1120,140,1.8743
1121,141,1.8601
1122,141,4.0743
1123,141,1.3750
1124,141,0.5995
1125,141,2.5635
1126,141,1.7887
1127,141,1.9358
1128,141,2.2857
1129,142,0.8337
1130,142,1.6145
1131,142,3.7332
1132,142,3.3286
1133,142,4.1220
1134,142,2.9395
1135,142,0.1710
1136,142,1.5505
1137,143,2.1143
1138,143,2.8737
1139,143,3.1611
1140,143,1.7102
1141,143,0.6349
1142,143,1.2993
1143,143,2.2673
1144,143,2.3126
1145,144,2.2700
1146,144,1.3865
1147,144,0.8690
1148,144,2.3627
1149,144,1.2058
1150,144,2.5229
1151,144,3.9886
1152,144,1.4816
1153,145,1.4998
1154,145,2.3946
1155,145,1.8421
1156,145,3.2910
1157,145,3.8489
1158,145,1.6843
1159,145,0.5680
1160,145,2.4254
1161,146,1.2436
1162,146,1.8331
1163,146,2.8926
1164,146,1.6137
1165,146,2.6684
1166,146,1.6020
1167,146,2.6308
1168,146,1.3308
1169,147,0.1305
1170,147,0.6813
1171,147,1.0705
1172,147,1.9354
1173,147,3.5949
1174,147,1.5471
1175,147,0.4986
1176,147,1.7652
1177,148,2.3069
1178,148,2.1726
1179,148,2.0542
1180,148,2.4167
1181,148,2.7464
1182,148,1.8286
1183,148,2.0844
1184,148,2.1694
1185,149,1.2762
1186,149,2.9135
1187,149,3.1738
1188,149,2.5585
1189,149,2.5785
1190,149,0.9337
1191,149,2.2193
1192,149,1.8702
1193,150,1.1019
1194,150,3.0900
1195,150,2.2181
1196,150,3.0780
1197,150,2.6866
1198,150,1.7348
1199,150,2.2233
1200,150,1.0234
1201,151,0.1295
1202,151,2.8910
1203,151,1.2731
1204,151,2.4132
1205,151,0.1471
1206,151,4.4293
1207,151,2.0156
1208,151,1.5586
1209,152,0.3134
1210,152,2.3488
1211,152,2.6919
1212,152,1.5510
1213,152,2.6972
1214,152,3.6415
1215,152,1.9969
1216,152,2.2930
1217,153,1.8295
1218,153,3.0210
1219,153,2.9756
1220,153,2.1943
1221,153,1.8518
1222,153,1.0986
1223,153,1.7317
1224,153,3.8840
1225,154,1.5375
1226,154,2.1827
1227,154,2.6951
1228,154,1.2644
1229,154,2.4608
1230,154,2.4012
1231,154,2.7723
1232,154,2.0848
1233,155,0.7061
1234,155,3.7849
1235,155,1.4177
1236,155,1.3714
1237,155,2.0695
1238,155,3.3730
1239,155,0.3646
1240,155,1.9018
1241,156,1.1256
1242,156,2.9913
1243,156,3.3167
1244,156,2.3937
1245,156,2.4422
1246,156,2.4624
1247,156,3.8309
1248,156,2.6701
1249,157,2.0845
1250,157,2.1927
1251,157,2.5743
1252,157,3.4229
1253,157,3.2631
1254,157,2.2276
1255,157,1.4571
1256,157,2.0962
1257,158,2.1741
1258,158,1.3965
1259,158,1.0352
1260,158,1.7612
1261,158,0.8423
1262,158,2.2904
1263,158,5.3308
1264,158,1.7092
1265,159,3.2675
1266,159,1.9246
1267,159,1.8074
1268,159,0.7513
1269,159,2.3348
1270,159,3.0845
1271,159,0.9875
1272,159,1.1852
1273,160,2.9505
1274,160,1.1458
1275,160,0.7407
1276,160,1.0065
1277,160,0.0000
1278,160,3.1529
1279,160,1.4319
1280,160,2.1005
1281,161,1.6275
1282,161,2.1286
1283,161,3.3574
1284,161,2.8628
1285,161,2.1586
1286,161,2.0893
1287,161,0.0000
1288,161,2.6778
1289,162,2.8768
1290,162,0.0000
1291,162,3.0625
1292,162,0.9311
1293,162,1.6607
1294,162,1.2234
1295,162,0.0000
1296,162,1.8230
1297,163,2.8271
1298,163,3.3640
1299,163,3.3002
1300,163,0.7619
1301,163,0.7430
1302,163,1.0796
1303,163,2.1308
1304,163,2.9472
1305,164,2.5412
1306,164,1.2370
1307,164,2.3833
1308,164,3.7069
1309,164,0.0000
1310,164,2.7103
1311,164,4.1454
1312,164,1.2408
1313,165,1.9371
1314,165,4.7359
1315,165,3.6012
1316,165,2.8844
1317,165,2.4385
1318,165,0.0000
1319,165,2.8676
1320,165,0.0000
1321,166,3.4947
1322,166,0.4552
1323,166,1.6635
1324,166,1.9156
1325,166,1.9801
1326,166,2.7395
1327,166,0.7482
1328,166,1.6806
1329,167,2.5607
1330,167,2.7632
1331,167,1.6488
1332,167,1.1672
1333,167,2.7424
1334,167,3.8724
1335,167,1.2538
1336,167,2.1012
1337,168,1.4401
1338,168,1.4821
1339,168,3.2580
1340,168,1.7160
1341,168,2.1420
1342,168,3.4844
1343,168,1.4560
1344,168,2.8691
1345,169,1.4996
1346,169,2.7977
1347,169,2.4588
1348,169,3.3096
1349,169,0.2578
1350,169,2.2910
1351,169,0.7748
1352,169,1.0145
1353,170,4.0226
1354,170,2.2716
1355,170,2.9916
1356,170,2.7665
1357,170,1.4186
1358,170,2.4409
1359,170,2.6657
1360,170,2.9686
1361,171,1.2972
1362,171,4.5280
1363,171,1.5395
1364,171,2.6682
1365,171,1.8684
1366,171,1.8656
1367,171,2.0261
1368,171,3.3835
1369,172,2.5822
1370,172,2.3956
1371,172,1.2338
1372,172,2.3221
1373,172,1.8457
1374,172,0.3818
1375,172,0.2675
1376,172,2.3751
1377,173,0.0000
1378,173,3.3925
1379,173,2.8729
1380,173,2.9898
1381,173,3.2516
1382,173,2.6572
1383,173,1.9528
1384,173,3.0862
1385,174,2.2364
1386,174,3.2465
1387,174,0.5757
1388,174,3.1046
1389,174,3.1764
1390,174,2.1931
1391,174,1.2907
1392,174,0.1868
1393,175,1.7659
1394,175,2.6936
1395,175,3.2325
1396,175,2.6258
1397,175,2.1851
1398,175,0.0617
1399,175,3.5861
1400,175,2.5232
1401,176,1.5959
1402,176,1.8524
1403,176,2.0997
1404,176,2.3776
1405,176,2.2166
1406,176,3.3270
1407,176,2.3286
1408,176,1.5401
1409,177,0.4484
1410,177,2.5602
1411,177,3.1462
1412,177,2.5001
1413,177,1.8955
1414,177,2.6713
1415,177,2.5010
1416,177,1.2650
1417,178,2.2030
1418,178,1.7857
1419,178,2.9378
1420,178,1.6533
1421,178,1.8832
1422,178,2.4989
1423,178,0.5760
1424,178,4.2884
1425,179,1.9441
1426,179,1.7139
1427,179,3.1886
1428,179,3.2818
1429,179,0.0000
1430,179,1.0467
1431,179,1.9695
1432,179,3.3752
1433,180,0.9980
1434,180,1.6348
1435,180,1.9822
1436,180,2.0117
1437,180,1.8133
1438,180,0.9561
1439,180,0.3954
1440,180,2.0660
1441,181,1.0883
1442,181,1.4695
1443,181,0.7445
1444,181,0.1979
1445,181,2.2581
1446,181,0.0000
1447,181,2.7028
1448,181,2.4922
1449,182,3.5420
1450,182,0.6951
1451,182,2.4494
1452,182,0.8040
1453,182,3.8990
1454,182,2.7014
1455,182,1.4582
1456,182,1.1602
1457,183,2.7282
1458,183,2.8556
1459,183,2.0024
1460,183,0.6190
1461,183,2.6507
1462,183,1.5549
1463,183,1.3498
1464,183,2.0006
1465,184,3.5256
1466,184,0.3480
1467,184,0.8116
1468,184,3.4693
1469,184,2.0240
1470,184,2.3067
1471,184,3.3521
1472,184,3.0405
1473,185,1.7474
1474,185,2.9612
1475,185,3.6575
1476,185,2.6992
1477,185,0.4768
1478,185,2.3644
1479,185,2.1415
1480,185,1.9603
1481,186,2.0830
1482,186,0.9447
1483,186,2.0402
1484,186,1.9462
1485,186,3.4803
1486,186,2.7747
1487,186,1.6626
1488,186,3.0952
1489,187,0.4292
1490,187,2.9844
